"play_type","play_info","of_id","cut_id","game_id","play_id","throwfull_distance","throwfull_speed","throwfull_angle","throwfull_miss","throwfull_accuracy","throwfull_efficiency","throw1_distance","throw1_speed","throw1_angle","throw1_miss","throw1_accuracy","throw1_efficiency","throw2_distance","throw2_speed","throw2_angle","throw2_miss","throw2_accuracy","throw2_efficiency"
"full","7-4",5626,NA,"1901_01_TeamLG_TeamA3",37,187.853045586171,87.3735095749632,0.0377785008841118,2.3816325385318,0.998740716637196,82.6102444978996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","9-2",1851,NA,"1901_01_TeamLG_TeamA3",152,252.03225845062,112.014337089164,1.27458072385434,6.1898617231103,0.957513975871522,99.6346136429437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-4",1923,NA,"1901_01_TeamLG_TeamA3",212,210.094304976908,91.34534998996,2.38268247991331,9.22583311283029,0.920577250669556,72.8936837642994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","8-5",9871,NA,"1901_01_TeamLG_TeamA3",230,228.808017862749,101.692452383444,1.99200322547749,8.70314596294926,0.933599892484084,84.2861604575454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-5",9871,NA,"1901_02_TeamLG_TeamA3",27,175.798107123029,62.7850382582247,0.838314292106334,8.77767635359888,0.972056190263122,45.2296855510269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","9-6",NA,NA,"1901_02_TeamLG_TeamA3",148,205.075224331415,102.537612165707,1.85163862983838,7.87509333115291,0.938278712338721,86.7874255034015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-4",1923,NA,"1901_02_TeamLG_TeamA3",168,178.785314038933,89.3926570194667,2.99084732482857,11.9302781161931,0.900305089172381,65.5321007870805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-5",1923,NA,"1901_02_TeamLG_TeamA3",245,217.949003723004,83.8265398934631,2.77280587733968,13.0522234006318,0.907573137422011,57.7220930921995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","9-2",1119,NA,"1901_02_TeamLG_TeamA3",251,217.158848146697,114.294130603524,1.70752647688707,7.07513904284573,0.943082450770431,100.143852517833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","9-2",5626,NA,"1901_02_TeamLG_TeamA3",268,211.506094533704,114.327618666867,1.38131697514974,5.29470330462737,0.953956100828342,103.738212057612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","8-6",9871,NA,"1901_03_TeamLG_TeamA3",25,195.514877642496,108.619376468053,0.116852214725419,1.70929378691903,0.996104926175819,105.200788894215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-4",5626,NA,"1901_03_TeamLG_TeamA3",81,180.537406350955,70.7989828827276,0.568235421817531,8.31169755793604,0.981058819272749,54.1755877668555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","9-6",7927,NA,"1901_03_TeamLG_TeamA3",131,219.153219886088,74.2892270800298,1.31073800158827,8.9605718128923,0.956308733280391,56.3680834542452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","8-6",9871,NA,"1901_03_TeamLG_TeamA3",135,156.432405643588,92.0190621432869,3.81625961639061,11.8185758029803,0.872791346120313,68.3819105373264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","9-6",9907,NA,"1901_04_TeamLI_TeamA3",286,183.269607068766,69.1583422901005,1.6475893048948,7.44388625181767,0.945080356503507,54.2705697864652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-6",1721,NA,"1901_05_TeamLI_TeamA3",13,132.274990187715,82.6718688673216,0.379122718357362,7.95658886941148,0.987362576054755,66.7586911284987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-4",5569,NA,"1901_05_TeamLI_TeamA3",39,103.434720799643,60.8439534115544,0.879886083355084,4.09615580911908,0.970670463888164,52.6516417933163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cut","8-4-2",2320,1693,"1901_05_TeamLI_TeamA3",225,338.321667310579,82.5174798318485,0.508546042296346,6.47179268054888,0.991524232628394,69.5738944707508,149.508256544747,93.4426603404671,0.288896851905229,5.26769596787818,0.990370104936492,86.9708676599183,181.442731142419,100.801517301344,0.508546042296346,6.47179268054888,0.983048465256788,87.8579319402459
"full","8-6",2320,NA,"1901_05_TeamLI_TeamA3",279,178.61113004088,70.0435804081881,0.412796048014597,10.7672635622984,0.986240131732847,48.5090532835912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","8-4",9460,NA,"1901_06_TeamLI_TeamA3",16,227.233864472398,108.206602129713,0.447244596145449,5.83743721760232,0.985091846795152,96.5317276945085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","8-4",2320,NA,"1901_06_TeamLI_TeamA3",62,197.954636053945,98.9773180269727,0.287263713377905,3.06371372846747,0.990424542887403,92.8498905700378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","8-6",2320,NA,"1901_06_TeamLI_TeamA3",75,207.425946420644,68.0085070231621,0.774711685289894,3.55435286655672,0.974176277157004,60.8998012900486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","8-4",9460,NA,"1901_06_TeamLI_TeamA3",106,148.095894445221,92.559934028263,0.279165864609913,3.05668082893847,0.990694471179669,86.4465723703861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","8-4",9460,NA,"1901_06_TeamLI_TeamA3",107,144.07991269962,92.9547823868513,1.20869396131173,9.50475787666057,0.959710201289609,73.9452666335302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","9-4",9907,NA,"1901_06_TeamLI_TeamA3",113,175.375508075672,109.609692547295,1.54971001493782,11.39989406646,0.948342999502073,86.8099044143749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cut","8-6-4",9460,3326,"1901_06_TeamLI_TeamA3",117,193.989424029378,77.5957696117514,6.87381369113225,4.94671287621991,0.885436438481129,67.7023438593116,191.26955386203,123.399712169052,1.00103393737669,3.43911055361702,0.966632202087444,118.452999292832,31.7344952014366,63.4689904028731,6.87381369113225,4.94671287621991,0.770872876962258,53.5755646504333
"full","7-4",1721,NA,"1901_06_TeamLI_TeamA3",203,159.490944493849,102.897383544419,2.32969690173359,7.01656566753992,0.92234343660888,88.8642522093388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-2",5814,NA,"1901_16_TeamLH_TeamA3",145,236.19540706648,94.4781628265918,2.77823753104338,12.2131060463749,0.907392082298554,70.051950733842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cut","8-4-2",9759,7952,"1901_17_TeamLH_TeamA3",168,363.658362559147,78.2060994750854,0.00783036120655881,1.53338834578468,0.999869493979891,75.139322783516,180.926057730223,97.7978690433638,2.22641406794489,10.1019992817561,0.92578619773517,96.2644806975791,189.817338005489,92.5938234173117,0.00783036120655881,1.53338834578468,0.999738987959781,89.5270467257423
"full","7-4",2141,NA,"1901_17_TeamLH_TeamA3",338,210.663976419059,76.6050823342034,0.11838702702107,4.39462186222615,0.996053765765964,67.8158386097511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","9-6",5814,NA,"1901_18_TeamLH_TeamA3",43,194.971511682348,99.9853906063323,2.43476072245915,9.0138796261252,0.918841309251362,81.957631354082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","9-5",1721,NA,"1901_18_TeamLH_TeamA3",82,209.434275019277,116.352375010709,2.12473448959693,7.77132967012056,0.929175517013436,100.809715670468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-4",6596,NA,"1901_18_TeamLH_TeamA3",125,195.170569224076,83.0513060527985,3.04494712814831,10.589350473471,0.898501762395056,61.8726051058565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-2",6596,NA,"1901_18_TeamLH_TeamA3",211,197.294180614533,91.7647351695503,2.89035330699757,10.3048167889502,0.903654889766748,71.15510159165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","8-6",2320,NA,"1901_18_TeamLH_TeamA3",214,129.004126536363,60.0019193192387,0.774885022765119,3.3340282960122,0.974170499241163,53.3338627272143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","9-6",5814,NA,"1901_18_TeamLH_TeamA3",258,142.165893897271,63.1848417321203,0.425520106685839,2.28930331508627,0.985815996443805,58.6062351019477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","9-6",1684,NA,"1902_01_TeamMG_TeamA3",68,205.701355814321,85.7088982559672,2.60918433455146,9.81546092795998,0.913027188848285,66.0779764000472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","9-5",7652,NA,"1902_01_TeamMG_TeamA3",138,265.264538843793,93.0752767872957,1.48048753208719,8.10334057302296,0.950650415597094,76.8685956412498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-4",8917,NA,"1902_01_TeamMG_TeamA3",179,206.540413108839,86.0585054620164,2.35527606933112,8.88684981500756,0.921490797688963,68.2848058320012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cut","8-6-5",2141,2190,"1902_01_TeamMG_TeamA3",249,347.32769616299,83.6934207621662,3.88626921493537,12.9487217048643,0.935228846417744,57.7959773524375,196.41977952467,89.2817179657591,3.42794094547536,13.8589604494763,0.885735301817488,76.3329962608948,156.875885946598,116.204359960443,3.88626921493537,12.9487217048643,0.870457692835488,90.3069165507142
"cut","7-6-2",3036,9941,"1902_02_TeamMG_TeamA3",89,302.80413351713,85.2969390189099,2.30095830890447,6.79045325728121,0.961650694851592,71.7160325043475,145.541992780125,93.8980598581453,0.696840845227625,5.93794701954304,0.976771971825746,87.107606600864,146.370390147085,108.422511220063,2.30095830890447,6.79045325728121,0.923301389703184,94.8416047055009
"cut","7-6-2",3036,9941,"1902_02_TeamMG_TeamA3",114,289.899991523784,80.5277754232733,1.40208136862022,6.11272967788401,0.976631977189663,68.3023160675053,126.80791128514,84.5386075234268,0.00335264170394473,12.2299490876332,0.999888245276535,78.4258778455428,142.469839336542,105.533214323364,1.40208136862022,6.11272967788401,0.953263954379326,93.3077549675962
"full","7-5",3036,NA,"1902_02_TeamMG_TeamA3",283,212.886562838757,72.1649365555108,0.553010604888409,14.8134384047594,0.981566313170386,42.5380597459921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","8-6",2141,NA,"1902_03_TeamMG_TeamA3",38,208.354524945776,78.6243490361419,2.67833260926298,10.0423233943744,0.910722246357901,58.539702247393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-2",3036,NA,"1902_03_TeamMG_TeamA3",67,201.573731327894,98.328649428241,0.811610202739042,6.21565734602994,0.972946326575365,85.8973347361811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-4",1684,NA,"1902_03_TeamMG_TeamA3",111,206.750700355597,73.8395358412848,1.7319394888791,11.1594089391627,0.94226868370403,51.5207179629594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cut","9-4-5",7652,8988,"1902_03_TeamMG_TeamA3",149,340.164461071421,91.9363408301137,0.341526535854281,6.08042259469685,0.994307891069095,79.77549564072,180.110223278802,109.157711078062,3.29126331533653,15.0229150016474,0.890291222822116,103.077288483365,163.200098814982,116.571499153559,0.341526535854281,6.08042259469685,0.988615782138191,104.410653964165
"full","7-4",3036,NA,"1902_03_TeamMG_TeamA3",161,171.961795429246,88.1855361175623,1.70509834073,5.37171578155704,0.943163388642333,77.4421045544482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","8-4",5633,NA,"1902_03_TeamMG_TeamA3",165,150.534454688952,91.2330028417888,1.4252006238252,4.18233916704325,0.95249331253916,82.8683245077023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","9-6",1119,NA,"1902_03_TeamMG_TeamA3",255,115.096170315089,82.2115502250637,0.851572512064023,3.32933687404624,0.971614249597866,75.5528764769712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-5",1684,NA,"1902_03_TeamMG_TeamA3",260,249.642759889507,79.2516698061927,0.561065085642652,7.13494306383029,0.981297830478578,64.9817836785321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-4",1684,NA,"1902_03_TeamMG_TeamA3",316,194.086812556057,90.2729360725847,0.69735514021421,6.64036787324738,0.976754828659526,76.9922003260899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","8-4",2141,NA,"1902_10_TeamMI_TeamA3",12,231.639224032395,84.232445102689,1.34187875587978,8.23499009482853,0.955270708137341,67.762464913032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","8-6",2141,NA,"1902_10_TeamMI_TeamA3",64,150.942689123058,60.377075649223,0.825256133998208,4.16672213048531,0.97249146220006,52.0436313882524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","9-4",NA,NA,"1902_10_TeamMI_TeamA3",83,181.710065253111,95.636876449006,2.24750685863643,7.492516150124,0.925083104712119,80.651844148758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-4",3956,NA,"1902_10_TeamMI_TeamA3",140,209.468102875879,99.7467156551807,0.498276788025264,1.9462267636496,0.983390773732491,95.8542621278815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-2",3956,NA,"1902_10_TeamMI_TeamA3",147,239.362558089815,85.4866278892196,3.08392727935332,13.4529371850091,0.897202424021556,58.5807535192014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-4",3956,NA,"1902_10_TeamMI_TeamA3",214,207.574551507645,84.7243067378143,0.250917672959601,3.24815795225308,0.991636077568013,78.2279908333082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","8-6",7520,NA,"1902_10_TeamMI_TeamA3",239,158.872852290535,70.6101565735709,1.38990452334004,4.39926017001143,0.953669849221999,61.8116362335481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","8-4",7520,NA,"1902_10_TeamMI_TeamA3",275,173.827955717169,91.4883977458783,1.53491362015389,6.24569754812294,0.948836212661537,78.9970026496324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-4",3956,NA,"1902_11_TeamMI_TeamA3",14,167.385177262325,85.838552442218,0.0909750938474258,4.03026816258435,0.996967496871752,77.7780161170493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","8-6",7520,NA,"1902_11_TeamMI_TeamA3",17,242.199304275466,88.0724742819878,0.0328688924210971,3.3369221748523,0.99890437025263,81.3986299322832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","9-6",1119,NA,"1902_11_TeamMI_TeamA3",123,97.3390848963046,121.673856120381,1.38788507864335,6.76782913526191,0.953737164045222,108.138197849857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","8-4",7520,NA,"1902_11_TeamMI_TeamA3",209,141.454690674435,80.8312518139627,0.417241898257231,7.12681312229978,0.986091936724759,66.5776255693631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-4",2044,NA,"1902_11_TeamMI_TeamA3",228,143.405797820067,75.4767356947722,1.64137221701044,5.05734351709956,0.945287592766319,65.3620486605731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-4",2044,NA,"1902_12_TeamMI_TeamA3",11,180.071742429788,76.626273374378,2.52429246604873,8.62679275767975,0.915856917798376,59.3726878590185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","8-4",7520,NA,"1902_12_TeamMI_TeamA3",43,121.014198313628,80.6761322090851,0.987974249620486,6.07045608444341,0.96706752501265,68.5352200401983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","9-5",3162,NA,"1902_12_TeamMI_TeamA3",45,186.875081984785,109.926518814579,0.0801545957114604,2.60107930290485,0.997328180142951,104.72436020877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-4",2044,NA,"1902_12_TeamMI_TeamA3",68,217.90898291998,85.4545031058744,3.44801340597498,13.424739534829,0.885066219800834,58.6050240362164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","8-6",7520,NA,"1902_12_TeamMI_TeamA3",84,185.456748974444,84.298522261111,0.170721905122269,3.93748990206095,0.994309269829258,76.4235424569891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","8-6",7520,NA,"1902_12_TeamMI_TeamA3",105,234.49910268581,74.4441595827968,0.948621825663261,11.039245192041,0.968379272477891,52.3656691987148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","9-4",2141,NA,"1902_12_TeamMI_TeamA3",190,165.936368750344,92.1868715279686,2.35108104637823,7.08769889915797,0.921630631787392,78.0114737296527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","8-6",7520,NA,"1902_12_TeamMI_TeamA3",231,170.934500455876,89.9655265557244,0.140548874177537,2.67711203147963,0.995315037527415,84.6113024927652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","9-6",3162,NA,"1902_12_TeamMI_TeamA3",232,176.671349810036,107.073545339416,1.27239231368895,4.69665199860497,0.957586922877035,97.6802413422056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","9-4",7206,NA,"1902_13_TeamMD_TeamA2",36,156.092953760572,104.061969173715,0.732723573108845,5.00022556721497,0.975575880896372,94.0615180392846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","8-5",3839,NA,"1902_13_TeamMD_TeamA2",118,190.571354242053,90.7482639247871,0.902326962187299,3.7283201494641,0.969922434593757,83.2916236258589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","9-2",1802,NA,"1902_13_TeamMD_TeamA2",189,322.358959204735,87.1240430283068,1.17359784873749,8.35296729073668,0.96088007170875,70.4181084468334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","9-4",1802,NA,"1902_13_TeamMD_TeamA2",195,138.680659163201,81.5768583312949,1.70764171091449,10.141270635379,0.943078609636184,61.2943170605369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","8-5",1684,NA,"1902_13_TeamMD_TeamA2",290,208.404238963726,104.202119481863,0.355162941318682,5.74972121205889,0.988161235289377,92.7026770577454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-5",4205,NA,"1902_13_TeamMD_TeamA2",309,180.866875020552,88.2277439124644,1.5718068253712,9.73603383749769,0.947606439154293,68.755676237469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-6",2808,NA,"1902_14_TeamMD_TeamA2",7,174.112177745326,77.3831901090338,0.799067730927417,2.93868865909712,0.973364408969086,71.5058127908395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","9-2",1802,NA,"1902_14_TeamMD_TeamA2",52,227.611033175547,105.865596825836,0.0551314908330175,3.96306255252992,0.998162283638899,97.939471720776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","8-6",1751,NA,"1902_14_TeamMD_TeamA2",116,166.031509861622,89.7467620873634,0.875679378355754,5.22698999042469,0.970810687388141,79.292782106514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","9-6",1802,NA,"1902_14_TeamMD_TeamA2",119,101.056313353546,74.8565284100338,5.31000456288678,10.2946695140981,0.822999847903774,54.2671893818377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-5",2808,NA,"1902_14_TeamMD_TeamA2",188,208.592791159906,80.2279965999637,0.519663817239719,8.19616433278396,0.982677872758676,63.8356679343958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-5",NA,NA,"1902_14_TeamMD_TeamA2",195,215.270732346527,71.7569107821756,0.36227217165954,5.50409549063241,0.987924260944682,60.7487198009108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","8-4",1751,NA,"1902_14_TeamMD_TeamA2",207,162.336296758612,63.6612928465143,0.704145077629633,13.7840225935682,0.976528497412346,36.0932476593778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-6",6743,NA,"1902_14_TeamMD_TeamA2",254,207.16391990547,94.16541813885,2.39193052500397,9.29224150242255,0.920268982499868,75.5809351340049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-4",2808,NA,"1902_16_TeamMD_TeamA2",30,226.861435407541,85.6080888330344,2.01827595328599,8.26653759807606,0.932724134890467,69.0750136368823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","8-6",1643,NA,"1902_16_TeamMD_TeamA2",33,202.270912128388,89.8981831681724,1.81186274491746,8.2501517325722,0.939604575169418,73.397879703028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","8-4",1643,NA,"1902_16_TeamMD_TeamA2",93,199.616411245569,78.2809455864975,2.46442901390901,9.13413302502214,0.917852366203033,60.0126795364533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-4",2808,NA,"1902_16_TeamMD_TeamA2",180,171.131049300383,64.5777544529746,0.920969627645862,3.43065648195153,0.969301012411805,57.7164414890715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cut","8-6-5",7511,6549,"1902_17_TeamMB_TeamA1",233,285.91836517737,70.5971272042889,1.82518822182481,4.51846513463366,0.96958019630292,61.5601969350216,164.251361349153,86.4480849206068,0.10193693004078,2.58966796151553,0.996602102331974,81.9296197859731,124.155686230837,77.597303894273,1.82518822182481,4.51846513463366,0.93916039260584,68.5603736250057
"full","9-5",1059,NA,"1902_18_TeamMB_TeamA1",6,257.41636623962,99.006294707546,0.0157328181424425,1.35074735852749,0.999475572728585,96.304799990491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","8-5",7511,NA,"1902_18_TeamMB_TeamA1",36,185.770937952227,106.154821686987,1.57607353926621,5.13560829807034,0.947464215357793,95.8836050908459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-2",1600,NA,"1902_18_TeamMB_TeamA1",126,219.961120703387,93.6004768950583,1.01055261601835,7.50118545254015,0.966314912799388,78.598105989978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-4",1600,NA,"1902_18_TeamMB_TeamA1",252,133.026103225044,88.6840688166959,2.76664829354028,8.79716067422893,0.907778390215324,71.089747468238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","9-5",5238,NA,"1902_19_TeamME_TeamA2",87,183.429129406782,62.1793659006041,0.106681004878925,5.95145314860161,0.996443966504036,50.2764596034009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-5",4679,NA,"1902_19_TeamME_TeamA2",260,185.622973271791,64.0079218178589,0.168514264023683,4.45527612226223,0.994382857865877,55.0973695733345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-4",8113,NA,"1902_20_TeamME_TeamA2",20,167.005934236871,95.431962421069,1.14090168925377,6.53038409253238,0.961969943691541,82.3711942360042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","8-6",5238,NA,"1902_20_TeamME_TeamA2",29,162.70735069237,95.7102062896296,1.67985831659425,6.53417491320825,0.944004722780191,82.6418564632131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","9-6",1802,NA,"1902_20_TeamME_TeamA2",65,97.1110572837615,62.6522950217816,2.13400694311438,6.39687327399667,0.928866435229521,49.8585484737882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","9-5",1802,NA,"1902_20_TeamME_TeamA2",75,224.422519228575,97.5750083602499,2.31172366959958,10.9225470655383,0.922942544346681,75.7299142291732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-6",2808,NA,"1902_20_TeamME_TeamA2",80,165.591704058899,71.9963930690865,1.17938777326108,7.20333582752331,0.960687074224631,57.5897214140399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","9-5",9031,NA,"1902_20_TeamME_TeamA2",107,235.870503494205,84.2394655336448,0.769643700466238,4.95158765851924,0.974345209984459,74.3362902166063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","9-6",9031,NA,"1902_20_TeamME_TeamA2",151,197.568623947276,94.0802971177503,0.258751361491102,5.21734891396004,0.991374954616963,83.6455992898302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","8-6",5238,NA,"1902_20_TeamME_TeamA2",163,168.683075874552,64.8781061055971,3.78556045745522,11.8681653878179,0.873814651418159,41.1417753299612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","9-6",9031,NA,"1902_20_TeamME_TeamA2",212,198.972236319467,97.059627472911,1.53034357100623,6.22000379690663,0.948988547633126,84.6196198790977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","9-6",NA,NA,"1902_20_TeamME_TeamA2",278,107.664804598021,69.4611642567876,0.611298110865544,11.0944917699595,0.979623396304482,47.2721807168685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
